UserID,user_new_id
U00005447,422
U00005446,423
U00005445,424
U00005443,425
U00005442,426
U00005441,427
U00005440,428
U00005438,429
U00005437,430
U00005436,431
U00005434,432
U00005433,433
U00005432,434
U00005435,435
U00005431,436
U00005430,437
U00005429,438
U00005428,439
U00005427,440
U00005426,441
U00005425,442
U00005423,443
U00005421,444
U00005420,445
U00005419,446
U00005418,447
U00005416,448
U00005415,449
U00005413,450
U00005412,451
U00005408,452
U00005405,453
U00005422,454
U00005404,455
U00005402,456
U00005401,457
U00005399,458
U00005406,459
U00005397,460
U00005396,461
U00005395,462
U00005393,463
U00005392,464
U00005390,465
U00005389,466
U00005387,467
U00005386,468
U00005385,469
U00005384,470
U00005383,471
U00005382,472
U00005403,473
U00005379,474
U00005378,475
U00005377,476
U00005376,477
U00005375,478
U00005371,479
U00005369,480
U00005368,481
U00005367,482
U00005366,483
U00005365,484
U00005364,485
U00005363,486
U00005361,487
U00005359,488
U00005355,489
U00005354,490
U00005353,491
U00005352,492
U00005985,493
U00005351,494
U00005350,495
U00005349,496
U00005347,497
U00005346,498
U00005345,499
U00005342,500
U00005340,501
U00005339,502
U00005338,503
U00005337,504
U00005336,505
U00005335,506
U00005861,507
U00005334,508
U00005333,509
U00005332,510
U00005331,511
U00005329,512
U00005328,513
U00005326,514
U00005325,515
U00005323,516
U00005324,517
U00005321,518
U00005320,519
U00005319,520
U00005318,521
U00005317,522
U00005316,523
U00005314,524
U00005312,525
U00005381,526
U00005311,527
U00005306,528
U00005475,529
U00005305,530
U00005304,531
U00005302,532
U00005301,533
U00005300,534
U00005299,535
U00005298,536
U00005296,537
U00005294,538
U00005293,539
U00005289,540
U00005287,541
U00005286,542
U00005285,543
U00005282,544
U00005284,545
U00005279,546
U00005327,547
U00005275,548
U00005273,549
U00005271,550
U00005270,551
U00005283,552
U00005269,553
U00005268,554
U00005267,555
U00005264,556
U00005263,557
U00005262,558
U00005259,559
U00005265,560
U00005257,561
U00005256,562
U00005254,563
U00005253,564
U00005250,565
U00005248,566
U00005247,567
U00005246,568
U00005245,569
U00005244,570
U00005243,571
U00005394,572
U00005241,573
U00005239,574
U00005237,575
U00005236,576
U00005235,577
U00005234,578
U00005233,579
U00005252,580
U00005232,581
U00005231,582
U00005230,583
U00005229,584
U00005227,585
U00005225,586
U00005223,587
U00005222,588
U00005220,589
U00005219,590
U00005218,591
U00005217,592
U00005249,593
U00005330,594
U00005206,595
U00005204,596
U00005205,597
U00005200,598
U00005208,599
U00005198,600
U00005196,601
U00005192,602
U00005191,603
U00005193,604
U00005190,605
U00005188,606
U00005187,607
U00005184,608
U00005183,609
U00005182,610
U00005181,611
U00005277,612
U00005180,613
U00005179,614
U00005178,615
U00005177,616
U00005176,617
U00005173,618
U00005169,619
U00005168,620
U00005167,621
U00005251,622
U00005164,623
U00005163,624
U00005165,625
U00005161,626
U00005159,627
U00005158,628
U00005209,629
U00005156,630
U00005155,631
U00005492,632
U00005153,633
U00005170,634
U00005151,635
U00005150,636
U00005148,637
U00005141,638
U00005140,639
U00005139,640
U00005138,641
U00005226,642
U00005136,643
U00005135,644
U00005134,645
U00005133,646
U00005131,647
U00005129,648
U00005142,649
U00005126,650
U00005124,651
U00005123,652
U00005122,653
U00005121,654
U00005157,655
U00005120,656
U00005118,657
U00005114,658
U00005112,659
U00005111,660
U00005108,661
U00005107,662
U00005106,663
U00005103,664
U00005099,665
U00005094,666
U00005093,667
U00005100,668
U00005092,669
U00005089,670
U00005090,671
U00005091,672
U00005088,673
U00005086,674
U00005087,675
U00005085,676
U00005084,677
U00005083,678
U00005082,679
U00005080,680
U00005076,681
U00005074,682
U00005070,683
U00005065,684
U00005064,685
U00005063,686
U00005061,687
U00005059,688
U00005054,689
U00005056,690
U00005050,691
U00005053,692
U00005049,693
U00005048,694
U00005047,695
U00005046,696
U00005042,697
U00005039,698
U00005038,699
U00005037,700
U00005036,701
U00005035,702
U00005077,703
U00005033,704
U00005034,705
U00005032,706
U00005031,707
U00005030,708
U00005029,709
U00005025,710
U00005026,711
U00005949,712
U00005020,713
U00005013,714
U00005021,715
U00005016,716
U00005011,717
U00005018,718
U00005009,719
U00005014,720
U00005005,721
U00005000,722
U00005481,723
U00004996,724
U00004993,725
U00004999,726
U00004998,727
U00005008,728
U00004995,729
U00004986,730
U00004994,731
U00005015,732
U00004997,733
U00004989,734
U00004987,735
U00004988,736
U00004985,737
U00004984,738
U00004980,739
U00004981,740
U00004978,741
U00005002,742
U00004979,743
U00004977,744
U00004973,745
U00004968,746
U00004971,747
U00004975,748
U00004972,749
U00004967,750
U00004966,751
U00004965,752
U00004964,753
U00004963,754
U00004961,755
U00004959,756
U00004958,757
U00004957,758
U00004954,759
U00004952,760
U00004953,761
U00004950,762
U00004946,763
U00004956,764
U00004951,765
U00004944,766
U00004942,767
U00004945,768
U00004948,769
U00004937,770
U00004936,771
U00004934,772
U00004932,773
U00004933,774
U00004931,775
U00004928,776
U00004927,777
U00004925,778
U00004922,779
U00004916,780
U00004917,781
U00004915,782
U00004911,783
U00004914,784
U00004918,785
U00004909,786
U00004906,787
U00004905,788
U00004904,789
U00004902,790
U00004901,791
U00004908,792
U00004899,793
U00004898,794
U00004897,795
U00004926,796
U00005172,797
U00004895,798
U00004893,799
U00004892,800
U00004890,801
U00004889,802
U00004887,803
U00004888,804
U00004884,805
U00004886,806
U00004879,807
U00004878,808
U00004876,809
U00004877,810
U00004875,811
U00004921,812
U00004873,813
U00004939,814
U00004869,815
U00004867,816
U00004872,817
U00004865,818
U00004866,819
U00004864,820
U00005278,821
U00004862,822
U00004863,823
U00004858,824
U00004859,825
U00004857,826
U00004855,827
U00005143,828
U00004847,829
U00004849,830
U00004848,831
U00004845,832
U00005749,833
U00004990,834
U00004841,835
U00004840,836
U00004839,837
U00004837,838
U00004835,839
U00004833,840
U00004831,841
U00004830,842
U00004828,843
U00004827,844
U00004825,845
U00004824,846
U00004823,847
U00004819,848
U00004818,849
U00004817,850
U00004821,851
U00004815,852
U00004814,853
U00004813,854
U00004834,855
U00004812,856
U00004810,857
U00004808,858
U00004809,859
U00004806,860
U00004802,861
U00004800,862
U00004798,863
U00004796,864
U00004792,865
U00004794,866
U00004797,867
U00004788,868
U00004786,869
U00004791,870
U00004785,871
U00004789,872
U00004783,873
U00004780,874
U00004779,875
U00004801,876
U00004776,877
U00004774,878
U00005185,879
U00004771,880
U00004772,881
U00004768,882
U00004769,883
U00004962,884
U00004799,885
U00004868,886
U00004759,887
U00004790,888
U00004758,889
U00004754,890
U00004752,891
U00004750,892
U00004747,893
U00004746,894
U00004745,895
U00004784,896
U00004743,897
U00004748,898
U00004738,899
U00004736,900
U00004735,901
U00005113,902
U00004734,903
U00004742,904
U00004732,905
U00004731,906
U00004729,907
U00004728,908
U00004725,909
U00004720,910
U00004719,911
U00004718,912
U00004793,913
U00004715,914
U00004713,915
U00004712,916
U00004711,917
U00004708,918
U00004706,919
U00004704,920
U00004705,921
U00004701,922
U00004700,923
U00004699,924
U00004697,925
U00004695,926
U00004692,927
U00004686,928
U00004687,929
U00004685,930
U00004684,931
U00004733,932
U00004682,933
U00004681,934
U00004680,935
U00004675,936
U00004673,937
U00004816,938
U00004671,939
U00004670,940
U00004669,941
U00004666,942
U00004663,943
U00004661,944
U00004662,945
U00004659,946
U00004739,947
U00004658,948
U00004656,949
U00004655,950
U00004650,951
U00004649,952
U00004647,953
U00004646,954
U00004644,955
U00004726,956
U00004643,957
U00004640,958
U00004638,959
U00004637,960
U00004635,961
U00004633,962
U00004631,963
U00004626,964
U00004621,965
U00004620,966
U00004618,967
U00004617,968
U00004615,969
U00004613,970
U00004611,971
U00004609,972
U00005978,973
U00004608,974
U00004607,975
U00004606,976
U00004605,977
U00004601,978
U00004599,979
U00004598,980
U00004623,981
U00004595,982
U00004596,983
U00004829,984
U00004654,985
U00004593,986
U00004591,987
U00004590,988
U00004589,989
U00004588,990
U00004587,991
U00005966,992
U00004585,993
U00005137,994
U00004582,995
U00004581,996
U00004578,997
U00004580,998
U00004577,999
U00004861,1000
U00004573,1001
U00004576,1002
U00004572,1003
U00004571,1004
U00004569,1005
U00004568,1006
U00004567,1007
U00004566,1008
U00004562,1009
U00004561,1010
U00004559,1011
U00004557,1012
U00004556,1013
U00004553,1014
U00004551,1015
U00004552,1016
U00004560,1017
U00004546,1018
U00004545,1019
U00004544,1020
U00004543,1021
U00004541,1022
U00004540,1023
U00004539,1024
U00004538,1025
U00004624,1026
U00004536,1027
U00004535,1028
U00005276,1029
U00004534,1030
U00004533,1031
U00004532,1032
U00004530,1033
U00004524,1034
U00004523,1035
U00004522,1036
U00004521,1037
U00004520,1038
U00004518,1039
U00004516,1040
U00004517,1041
U00004512,1042
U00004510,1043
U00004509,1044
U00004508,1045
U00004507,1046
U00004506,1047
U00004505,1048
U00004513,1049
U00004502,1050
U00004501,1051
U00004499,1052
U00004498,1053
U00004495,1054
U00004494,1055
U00004491,1056
U00004490,1057
U00004489,1058
U00004487,1059
U00004488,1060
U00004486,1061
U00004496,1062
U00004485,1063
U00004483,1064
U00004482,1065
U00004480,1066
U00004476,1067
U00004641,1068
U00004474,1069
U00004473,1070
U00004472,1071
U00004470,1072
U00004468,1073
U00004462,1074
U00004461,1075
U00004460,1076
U00004458,1077
U00004457,1078
U00004456,1079
U00004454,1080
U00004453,1081
U00004450,1082
U00004449,1083
U00004448,1084
U00004451,1085
U00004452,1086
U00004446,1087
U00004444,1088
U00004439,1089
U00004443,1090
U00004438,1091
U00004437,1092
U00004436,1093
U00004434,1094
U00004433,1095
U00004432,1096
U00004431,1097
U00004430,1098
U00004427,1099
U00004425,1100
U00004424,1101
U00004422,1102
U00004417,1103
U00004416,1104
U00004447,1105
U00004412,1106
U00004409,1107
U00004408,1108
U00004531,1109
U00004407,1110
U00004406,1111
U00004404,1112
U00004403,1113
U00004395,1114
U00004399,1115
U00004400,1116
U00004401,1117
U00004392,1118
U00004397,1119
U00004391,1120
U00004415,1121
U00004390,1122
U00004389,1123
U00004388,1124
U00004386,1125
U00004387,1126
U00004384,1127
U00004382,1128
U00004381,1129
U00004379,1130
U00004380,1131
U00004378,1132
U00004377,1133
U00004376,1134
U00004373,1135
U00004375,1136
U00004374,1137
U00004371,1138
U00004370,1139
U00004367,1140
U00004368,1141
U00004363,1142
U00004364,1143
U00004362,1144
U00004361,1145
U00004360,1146
U00004359,1147
U00004357,1148
U00004356,1149
U00004352,1150
U00004353,1151
U00004351,1152
U00004347,1153
U00004343,1154
U00004344,1155
U00004346,1156
U00004342,1157
U00004338,1158
U00004337,1159
U00004335,1160
U00004336,1161
U00004333,1162
U00004329,1163
U00004327,1164
U00004326,1165
U00004328,1166
U00004322,1167
U00004320,1168
U00004323,1169
U00004317,1170
U00004316,1171
U00004315,1172
U00004313,1173
U00004312,1174
U00004310,1175
U00004308,1176
U00004306,1177
U00004305,1178
U00004304,1179
U00004303,1180
U00004302,1181
U00004300,1182
U00004299,1183
U00004321,1184
U00004296,1185
U00004295,1186
U00004294,1187
U00004290,1188
U00004285,1189
U00004284,1190
U00004287,1191
U00004283,1192
U00004286,1193
U00004279,1194
U00004281,1195
U00004277,1196
U00004275,1197
U00004274,1198
U00004272,1199
U00004271,1200
U00004269,1201
U00004265,1202
U00004268,1203
U00004262,1204
U00004261,1205
U00004257,1206
U00004253,1207
U00004252,1208
U00004251,1209
U00004250,1210
U00004248,1211
U00004247,1212
U00004245,1213
U00004249,1214
U00004242,1215
U00004239,1216
U00004244,1217
U00004236,1218
U00004234,1219
U00004231,1220
U00004238,1221
U00004235,1222
U00004237,1223
U00004229,1224
U00004233,1225
U00004225,1226
U00004226,1227
U00004227,1228
U00004222,1229
U00004224,1230
U00004223,1231
U00004217,1232
U00004218,1233
U00004220,1234
U00004210,1235
U00004212,1236
U00004208,1237
U00004206,1238
U00004205,1239
U00004204,1240
U00004199,1241
U00004200,1242
U00004203,1243
U00004260,1244
U00004197,1245
U00004215,1246
U00004194,1247
U00004193,1248
U00004190,1249
U00004207,1250
U00004187,1251
U00004186,1252
U00004182,1253
U00004183,1254
U00004181,1255
U00004179,1256
U00004177,1257
U00004178,1258
U00004180,1259
U00004174,1260
U00004172,1261
U00004168,1262
U00004167,1263
U00004165,1264
U00004162,1265
U00004160,1266
U00004171,1267
U00004159,1268
U00004318,1269
U00004156,1270
U00004153,1271
U00004152,1272
U00004161,1273
U00004150,1274
U00004149,1275
U00004148,1276
U00004144,1277
U00004140,1278
U00004137,1279
U00004139,1280
U00004141,1281
U00004135,1282
U00004133,1283
U00004131,1284
U00004130,1285
U00004129,1286
U00004132,1287
U00004127,1288
U00004125,1289
U00004124,1290
U00004122,1291
U00004123,1292
U00004121,1293
U00004118,1294
U00004116,1295
U00004115,1296
U00004113,1297
U00004114,1298
U00004112,1299
U00004109,1300
U00004106,1301
U00004105,1302
U00004104,1303
U00004334,1304
U00004101,1305
U00004097,1306
U00004099,1307
U00004096,1308
U00004094,1309
U00004093,1310
U00004092,1311
U00004091,1312
U00004090,1313
U00004089,1314
U00004088,1315
U00004087,1316
U00004086,1317
U00004085,1318
U00004083,1319
U00004082,1320
U00004081,1321
U00004080,1322
U00004079,1323
U00004077,1324
U00004076,1325
U00004075,1326
U00004592,1327
U00004070,1328
U00004072,1329
U00004067,1330
U00004066,1331
U00004064,1332
U00004062,1333
U00004060,1334
U00004059,1335
U00004058,1336
U00004055,1337
U00004053,1338
U00004049,1339
U00004048,1340
U00004054,1341
U00004459,1342
U00004047,1343
U00004044,1344
U00004074,1345
U00004043,1346
U00004041,1347
U00004042,1348
U00004040,1349
U00004039,1350
U00004078,1351
U00004037,1352
U00004036,1353
U00004035,1354
U00004034,1355
U00004191,1356
U00004033,1357
U00004032,1358
U00004765,1359
U00004028,1360
U00004098,1361
U00004026,1362
U00004024,1363
U00004023,1364
U00004021,1365
U00004022,1366
U00004020,1367
U00004018,1368
U00004016,1369
U00004013,1370
U00004014,1371
U00004011,1372
U00004010,1373
U00004009,1374
U00004007,1375
U00004006,1376
U00004005,1377
U00004414,1378
U00004004,1379
U00004002,1380
U00004000,1381
U00004103,1382
U00004001,1383
U00003999,1384
U00003997,1385
U00003998,1386
U00003996,1387
U00003995,1388
U00003994,1389
U00003993,1390
U00003992,1391
U00003990,1392
U00003989,1393
U00003986,1394
U00003984,1395
U00003985,1396
U00003983,1397
U00004117,1398
U00003981,1399
U00003980,1400
U00003979,1401
U00003978,1402
U00003977,1403
U00003976,1404
U00003974,1405
U00003970,1406
U00003968,1407
U00003975,1408
U00003967,1409
U00003965,1410
U00003964,1411
U00003958,1412
U00003962,1413
U00003957,1414
U00003955,1415
U00003953,1416
U00003951,1417
U00003963,1418
U00003948,1419
U00003946,1420
U00003947,1421
U00003945,1422
U00004107,1423
U00003943,1424
U00003942,1425
U00003941,1426
U00003940,1427
U00005240,1428
U00003933,1429
U00003938,1430
U00003934,1431
U00003930,1432
U00003931,1433
U00003929,1434
U00003928,1435
U00003988,1436
U00003926,1437
U00003927,1438
U00003925,1439
U00003922,1440
U00003923,1441
U00003921,1442
U00004309,1443
U00003920,1444
U00003917,1445
U00003916,1446
U00003913,1447
U00003911,1448
U00003912,1449
U00003910,1450
U00003907,1451
U00003906,1452
U00003905,1453
U00003904,1454
U00003902,1455
U00003900,1456
U00003901,1457
U00003896,1458
U00003895,1459
U00003914,1460
U00003892,1461
U00003890,1462
U00003887,1463
U00003886,1464
U00003885,1465
U00003884,1466
U00003881,1467
U00003882,1468
U00003878,1469
U00004213,1470
U00003874,1471
U00003873,1472
U00003872,1473
U00003871,1474
U00003869,1475
U00003868,1476
U00003867,1477
U00003864,1478
U00003862,1479
U00003861,1480
U00003971,1481
U00003860,1482
U00003935,1483
U00003856,1484
U00003858,1485
U00003855,1486
U00003854,1487
U00003853,1488
U00003848,1489
U00003851,1490
U00003850,1491
U00003847,1492
U00003845,1493
U00003843,1494
U00003842,1495
U00003839,1496
U00003838,1497
U00003836,1498
U00003859,1499
U00005707,1500
U00003833,1501
U00003834,1502
U00003832,1503
U00003831,1504
U00003908,1505
U00003837,1506
U00003828,1507
U00003829,1508
U00003830,1509
U00003824,1510
U00003825,1511
U00003823,1512
U00003822,1513
U00003820,1514
U00003819,1515
U00003818,1516
U00003815,1517
U00003816,1518
U00003813,1519
U00003812,1520
U00003811,1521
U00004514,1522
U00003808,1523
U00003806,1524
U00003807,1525
U00003805,1526
U00003804,1527
U00003841,1528
U00004258,1529
U00003800,1530
U00003799,1531
U00003796,1532
U00003794,1533
U00003793,1534
U00003792,1535
U00003791,1536
U00003789,1537
U00003784,1538
U00003785,1539
U00003781,1540
U00003786,1541
U00003780,1542
U00003779,1543
U00003778,1544
U00003826,1545
U00003777,1546
U00003790,1547
U00003775,1548
U00003774,1549
U00003773,1550
U00003772,1551
U00003770,1552
U00003771,1553
U00003769,1554
U00003768,1555
U00003767,1556
U00003766,1557
U00003765,1558
U00003762,1559
U00003763,1560
U00003761,1561
U00003760,1562
U00003759,1563
U00003758,1564
U00003757,1565
U00003756,1566
U00003755,1567
U00003753,1568
U00003752,1569
U00003827,1570
U00003751,1571
U00003750,1572
U00003749,1573
U00003748,1574
U00003746,1575
U00003745,1576
U00003742,1577
U00003743,1578
U00004050,1579
U00003741,1580
U00003740,1581
U00003737,1582
U00003736,1583
U00003735,1584
U00003738,1585
U00003731,1586
U00003729,1587
U00003728,1588
U00003726,1589
U00003724,1590
U00003727,1591
U00003721,1592
U00003720,1593
U00003717,1594
U00003718,1595
U00003716,1596
U00003715,1597
U00004345,1598
U00003713,1599
U00003711,1600
U00003712,1601
U00003710,1602
U00003709,1603
U00003707,1604
U00003706,1605
U00005081,1606
U00003705,1607
U00003704,1608
U00003702,1609
U00003700,1610
U00003701,1611
U00003698,1612
U00003697,1613
U00003696,1614
U00003695,1615
U00003693,1616
U00003690,1617
U00003691,1618
U00003733,1619
U00003689,1620
U00003687,1621
U00003686,1622
U00003684,1623
U00003683,1624
U00003682,1625
U00003681,1626
U00003680,1627
U00003679,1628
U00003676,1629
U00003675,1630
U00003835,1631
U00003677,1632
U00003674,1633
U00003671,1634
U00003672,1635
U00003669,1636
U00003667,1637
U00005210,1638
U00003692,1639
U00003664,1640
U00003663,1641
U00003661,1642
U00003659,1643
U00003658,1644
U00003657,1645
U00003655,1646
U00003653,1647
U00003654,1648
U00003650,1649
U00003652,1650
U00003651,1651
U00003645,1652
U00003643,1653
U00003641,1654
U00003639,1655
U00003637,1656
U00003635,1657
U00003634,1658
U00003630,1659
U00003673,1660
U00003624,1661
U00003625,1662
U00003622,1663
U00003621,1664
U00003620,1665
U00003638,1666
U00003619,1667
U00003626,1668
U00003618,1669
U00003617,1670
U00003615,1671
U00003612,1672
U00003614,1673
U00003611,1674
U00003610,1675
U00003608,1676
U00003609,1677
U00003605,1678
U00003603,1679
U00003600,1680
U00003598,1681
U00003597,1682
U00003596,1683
U00003594,1684
U00003593,1685
U00003601,1686
U00003592,1687
U00003591,1688
U00003590,1689
U00003589,1690
U00003588,1691
U00003587,1692
U00003586,1693
U00003585,1694
U00003584,1695
U00003583,1696
U00003582,1697
U00003579,1698
U00003578,1699
U00003577,1700
U00003576,1701
U00003572,1702
U00003573,1703
U00003568,1704
U00004354,1705
U00003567,1706
U00003565,1707
U00003564,1708
U00003563,1709
U00003562,1710
U00003559,1711
U00003560,1712
U00003561,1713
U00003558,1714
U00003557,1715
U00003556,1716
U00003555,1717
U00003551,1718
U00003547,1719
U00003685,1720
U00003546,1721
U00003540,1722
U00003539,1723
U00003538,1724
U00003536,1725
U00003534,1726
U00005343,1727
U00003529,1728
U00003528,1729
U00003526,1730
U00003527,1731
U00003524,1732
U00003522,1733
U00003521,1734
U00003520,1735
U00003516,1736
U00003517,1737
U00003514,1738
U00003513,1739
U00003510,1740
U00003512,1741
U00003507,1742
U00003511,1743
U00003509,1744
U00003525,1745
U00003506,1746
U00003504,1747
U00003502,1748
U00003503,1749
U00003501,1750
U00003499,1751
U00003498,1752
U00003550,1753
U00003602,1754
U00003496,1755
U00003493,1756
U00003518,1757
U00003490,1758
U00003505,1759
U00003678,1760
U00003487,1761
U00003486,1762
U00003515,1763
U00003484,1764
U00003491,1765
U00003483,1766
U00003482,1767
U00003481,1768
U00003479,1769
U00003477,1770
U00003476,1771
U00003474,1772
U00003883,1773
U00003473,1774
U00003569,1775
U00003470,1776
U00003469,1777
U00003467,1778
U00003465,1779
U00003464,1780
U00003462,1781
U00003497,1782
U00003460,1783
U00003458,1784
U00003961,1785
U00003456,1786
U00003453,1787
U00003457,1788
U00003451,1789
U00003450,1790
U00003447,1791
U00003445,1792
U00003444,1793
U00003442,1794
U00003441,1795
U00003437,1796
U00003436,1797
U00003434,1798
U00003432,1799
U00003431,1800
U00003430,1801
U00003426,1802
U00003425,1803
U00003422,1804
U00003423,1805
U00003438,1806
U00003419,1807
U00003418,1808
U00003416,1809
U00003411,1810
U00003410,1811
U00003433,1812
U00003409,1813
U00003408,1814
U00003407,1815
U00003403,1816
U00003402,1817
U00003401,1818
U00004600,1819
U00003399,1820
U00003398,1821
U00003414,1822
U00003394,1823
U00003393,1824
U00003533,1825
U00003389,1826
U00003415,1827
U00003387,1828
U00003386,1829
U00003384,1830
U00003383,1831
U00003391,1832
U00003382,1833
U00003519,1834
U00003377,1835
U00003380,1836
U00003374,1837
U00003373,1838
U00003371,1839
U00003370,1840
U00003368,1841
U00003365,1842
U00003412,1843
U00003364,1844
U00003363,1845
U00003362,1846
U00003361,1847
U00003360,1848
U00003358,1849
U00003356,1850
U00003354,1851
U00003350,1852
U00003349,1853
U00003348,1854
U00003400,1855
U00003378,1856
U00003346,1857
U00003345,1858
U00003344,1859
U00003342,1860
U00003359,1861
U00003341,1862
U00003339,1863
U00003334,1864
U00003333,1865
U00003331,1866
U00003336,1867
U00003329,1868
U00003327,1869
U00005458,1870
U00003328,1871
